n,Row,Column,Field,Mean/s.d.,%SatPix,MaxCountRatio,Area,Circ.,AR,Solidity,Round,Mean-Cy3,IntDen-Cy3,Mean-FITC,IntDen-FITC,Mean-TL-Brightfield,IntDen-TL-Brightfield
5606,C,05,005,0.9028,0.00009537,0.4538,62.9741,0.9114,1.5212,0.9892,0.6574,1033.7826,65101.5562,279.3087,17589.221,1507.2978,94920.7631
5607,C,05,005,0.9028,0.00009537,0.4538,78.307,0.954,1.255,1.0044,0.7968,248.4038,19451.7492,278.5717,21814.1003,1701.4021,133231.62
5608,C,05,005,0.9028,0.00009537,0.4538,89.259,0.8952,1.563,0.9985,0.6398,1953.75,174389.729,280.408,25028.9295,1691.0583,150942.135
5609,C,05,005,0.9028,0.00009537,0.4538,95.4195,0.9054,1.5263,1.008,0.6552,266.1162,25392.6735,265.1521,25300.6765,1553.1248,148198.38
5610,C,05,005,0.9028,0.00009537,0.4538,91.3125,0.9225,1.5476,1.0045,0.6462,196.3853,17932.43,262.2354,23945.3638,1635.0585,149301.248
5611,C,05,005,0.9028,0.00009537,0.4538,74.3368,0.7701,1.5835,0.9196,0.6315,215.5599,16024.0401,271.2505,20163.9044,1582.523,117639.774
5612,C,05,005,0.9028,0.00009537,0.4538,84.3306,0.8764,1.6113,0.9724,0.6206,357.2532,30127.3695,264.6851,22321.042,1622.664,136840.175
5613,C,05,005,0.9028,0.00009537,0.4538,90.3542,0.8804,1.4909,0.9656,0.6707,195.0212,17620.9818,256.8939,23211.4414,1594.3485,144056.051
5614,C,05,005,0.9028,0.00009537,0.4538,87.4793,0.9453,1.2677,1.0047,0.7888,196.457,17185.9128,263.2551,23029.3641,1640.374,143498.73
5615,C,05,005,0.9028,0.00009537,0.4538,47.0937,0.8908,1.0848,0.9928,0.9218,195.2035,9192.8534,261.0349,12293.097,1616.9506,76148.1762
5616,C,05,005,0.9028,0.00009537,0.4538,79.676,0.9673,1.2702,0.989,0.7872,199.2148,15872.6284,273.9519,21827.3797,1623.9691,129391.294
5617,C,05,005,0.9028,0.00009537,0.4538,67.218,0.8393,1.6119,0.9723,0.6204,200.0183,13444.839,269.611,18122.7213,1654.3299,111200.807
5618,C,05,005,0.9028,0.00009537,0.4538,106.5084,0.8629,1.8206,0.9898,0.5493,212.0591,22586.081,290.7339,30965.6098,1675.2108,178424.043
5619,C,05,005,0.9028,0.00009537,0.4538,82.5509,0.8717,1.6548,1.0101,0.6043,199.4809,16467.3232,265.8358,21944.977,1627.5439,134355.161
5620,C,05,005,0.9028,0.00009537,0.4538,30.5288,0.9425,1.2511,1.0068,0.7993,192.2108,5867.9564,247.8206,7565.6567,1701.3722,51940.7853
5621,C,05,005,0.9028,0.00009537,0.4538,137.5848,0.9088,1.5028,0.9848,0.6654,310.4547,42713.8437,258.0657,35505.9074,1610.0746,221521.756
5622,C,05,005,0.9028,0.00009537,0.4538,109.1095,0.8744,1.6391,0.9925,0.6101,623.2961,68007.5383,279.2572,30469.6201,1679.1568,183211.994
5623,C,05,005,0.9028,0.00009537,0.4538,82.1402,0.8888,1.6708,0.982,0.5985,195.0117,16018.2903,260.135,21367.5316,1637.4817,134503.013
5624,C,05,005,0.9028,0.00009537,0.4538,63.6586,0.8887,1.5845,0.9738,0.6311,197.9849,12603.4499,269.5118,17156.753,1662.5118,105833.221
5625,C,05,005,0.9028,0.00009537,0.4538,125.2638,0.8695,1.6749,0.9812,0.5971,321.6164,40286.8757,255.3082,31980.8623,1556.0142,194912.176
5626,C,05,005,0.9028,0.00009537,0.4538,81.4557,0.7803,1.0911,0.9239,0.9165,243.1227,19803.7198,287.0807,23384.3465,1546.5462,125974.947
5627,C,05,005,0.9028,0.00009537,0.4538,73.1047,0.8322,1.9613,0.9798,0.5099,198.1498,14485.6918,260.412,19037.3521,1547.8521,113155.332
5628,C,05,005,0.9028,0.00009537,0.4538,83.783,0.7996,1.9677,0.9863,0.5082,197.6944,16563.4272,258.5343,21660.772,1691.7173,141737.097
5629,C,05,005,0.9028,0.00009537,0.4538,88.9852,0.8668,1.7397,0.9931,0.5748,1320.0246,117462.625,259.5262,23093.981,1694.6415,150797.979
5630,C,05,005,0.9028,0.00009537,0.4538,91.997,0.81,1.974,0.9718,0.5066,960.128,88328.8781,267.8423,24640.6803,1600.5238,147243.363
5631,C,05,005,0.9028,0.00009537,0.4538,99.9372,0.7358,2.3881,0.9727,0.4187,476.4904,47619.1174,285.5616,28538.2311,1586.2356,158523.946
5632,C,05,005,0.9028,0.00009537,0.4538,74.063,0.913,1.2232,0.9945,0.8175,198.0481,14668.0429,269.0869,19929.3943,1735.9501,128569.755
5633,C,05,005,0.9028,0.00009537,0.4538,131.6981,0.8794,1.719,1.0005,0.5817,991.5644,130587.118,255.9033,33701.9725,1559.3659,205365.47
5634,C,05,005,0.9028,0.00009537,0.4538,77.2118,0.7234,2.141,0.9439,0.4671,202.1915,15611.5596,275.3706,21261.8446,1658.5248,128057.611
5635,C,05,005,0.9028,0.00009537,0.4538,82.5509,0.9139,1.3006,0.9942,0.7689,200.4992,16551.38,262.8872,21701.5683,1702.0265,140503.763
5636,C,05,005,0.9028,0.00009537,0.4538,51.0638,0.8961,1.5751,0.992,0.6349,216.2225,11041.144,272.7775,13929.0553,1620.1314,82730.0676
5637,C,05,005,0.9028,0.00009537,0.4538,96.9254,0.7082,2.1158,0.9207,0.4726,283.976,27524.4845,254.9675,24712.8267,1641.0763,159061.964
5638,C,05,005,0.9028,0.00009537,0.4538,79.676,0.9242,1.3672,0.9957,0.7314,416.5859,33191.8821,339.9622,27086.8144,1616.7491,128816.039
5639,C,05,005,0.9028,0.00009537,0.4538,120.746,0.7353,2.3044,0.9566,0.434,195.6474,23623.6481,258.7846,31247.2137,1604.6791,193758.654
5640,C,05,005,0.9028,0.00009537,0.4538,39.4273,0.9765,1.0902,0.9863,0.9173,193.309,7621.6489,251.1493,9902.1337,1712.2847,67510.7272
5641,C,05,005,0.9028,0.00009537,0.4538,64.48,0.8577,1.7279,0.9843,0.5787,1209.586,77994.1395,327.0552,21088.5289,1720.4246,110933.03
5642,C,05,005,0.9028,0.00009537,0.4538,85.9734,0.8504,1.877,0.9851,0.5328,194.8073,16748.2426,257.8838,22171.1362,1541.7532,132549.72
5643,C,05,005,0.9028,0.00009537,0.4538,87.89,0.8238,1.882,0.9802,0.5313,205.676,18076.8598,282.595,24837.2691,1710.0265,150294.186
5644,C,05,005,0.9028,0.00009537,0.4538,93.6398,0.8726,1.7604,0.9899,0.568,1880.8918,176126.309,276.155,25859.0927,1601.2617,149941.805
5645,C,05,005,0.9028,0.00009537,0.4538,90.2173,0.7563,2.0032,0.9698,0.4992,529.8164,47798.5937,255.8255,23079.8803,1684.2534,151948.763
5646,C,05,005,0.9028,0.00009537,0.4538,109.9309,0.8997,1.0327,0.9698,0.9684,408.3998,44895.7603,283.0274,31113.4621,1629.8954,179175.9
5647,C,05,005,0.9028,0.00009537,0.4538,77.8963,0.8161,1.6605,0.987,0.6022,196.2953,15290.6654,259.0562,20179.5111,1638.239,127612.685
5648,C,05,005,0.9028,0.00009537,0.4538,75.569,0.7283,2.2398,0.9316,0.4465,195.7138,14789.8842,258.3949,19526.6337,1532.5254,115811.334
5649,C,05,005,0.9028,0.00009537,0.4538,67.7656,0.8421,1.769,0.9831,0.5653,344.8505,23369.0136,281.2202,19057.0657,1695.0121,114863.574
5650,C,05,005,0.9028,0.00009537,0.4538,74.4737,0.8616,1.7711,0.9811,0.5646,195.2776,14543.053,260.7849,19421.6311,1642.8879,122352.019
5651,C,05,005,0.9028,0.00009537,0.4538,118.1449,0.8799,1.4452,0.9868,0.692,220.467,26047.0568,312.2538,36891.2013,1713.5249,202444.292
5652,C,05,005,0.9028,0.00009537,0.4538,26.2849,0.9648,1.1527,0.9796,0.8675,201.8073,5304.4749,269.6823,7088.5593,1578.7448,41497.0741
5653,C,05,005,0.9028,0.00009537,0.4538,39.1535,0.9349,1.1761,0.9931,0.8503,197.0594,7715.5625,261.542,10240.2774,1621.7552,63497.3588
5654,C,05,005,0.9028,0.00009537,0.4538,33.6775,0.8631,1.3812,0.9591,0.724,199.8943,6731.9341,274.2846,9237.2091,1626.3415,54771.0615
5655,C,05,005,0.9028,0.00009537,0.4538,40.7963,0.9636,1.1652,1.0085,0.8583,203.9396,8319.9772,277.8859,11336.7117,1565.8993,63882.87
5656,C,06,001,0.9875,0.00009537,0.4673,163.4589,0.953,1.2363,0.9962,0.8089,275.4204,45019.9288,251.0754,41040.5117,1346.9564,220172.056
5657,C,06,001,0.9875,0.00009537,0.4673,122.9364,0.9855,1.0448,1.0006,0.9572,205.294,25238.1131,276.1459,33948.393,1339.951,164728.814
5658,C,06,001,0.9875,0.00009537,0.4673,132.5195,0.9638,1.2323,0.999,0.8115,235.7996,31248.0351,256.5093,33992.4749,1358.7479,180060.549
5659,C,06,001,0.9875,0.00009537,0.4673,95.6933,0.922,1.3291,0.9831,0.7524,203.3705,19461.1953,276.8255,26490.3399,1418.7554,135765.371
5660,C,06,001,0.9875,0.00009537,0.4673,98.5682,0.9744,1.1734,0.9897,0.8522,201.4778,19859.3013,261.1306,25739.1681,1392.8014,137285.922
5661,C,06,001,0.9875,0.00009537,0.4673,83.6461,0.9314,1.2416,0.9792,0.8054,200.5188,16772.6108,268.7365,22478.7512,1334.4157,111618.626
5662,C,06,001,0.9875,0.00009537,0.4673,176.4645,0.9784,1.111,0.9961,0.9001,361.1195,63724.7501,266.2964,46991.8404,1469.9178,259388.234
5663,C,06,001,0.9875,0.00009537,0.4673,203.5707,0.9467,1.3653,1.0017,0.7325,292.2434,59492.2044,246.2562,50130.553,1509.3995,307269.516
5664,C,06,001,0.9875,0.00009537,0.4673,89.8066,0.9639,1.2213,0.9857,0.8188,442.282,39719.8347,317.997,28558.2185,1336.1479,119994.87
5665,C,06,001,0.9875,0.00009537,0.4673,80.9081,0.9348,1.3277,0.9949,0.7532,198.1777,16034.1708,257.1489,20805.4191,1278.3452,103428.431
5666,C,06,001,0.9875,0.00009537,0.4673,95.2826,0.9593,1.256,0.9879,0.7962,216.5776,20636.0735,274.0172,26109.0726,1458.6322,138982.253
5667,C,06,001,0.9875,0.00009537,0.4673,94.4612,0.9792,1.1585,0.9986,0.8632,205.4899,19410.816,267.8942,25305.6049,1455.213,137461.154
5668,C,06,001,0.9875,0.00009537,0.4673,90.2173,0.9627,1.255,1.0257,0.7968,206.7906,18656.0848,283.7921,25602.9523,1409.5964,127169.95
5669,C,06,001,0.9875,0.00009537,0.4673,89.9435,0.9553,1.1141,0.9962,0.8976,200.8721,18067.1398,259.7519,23362.99,1362.4947,122547.512
5670,C,06,001,0.9875,0.00009537,0.4673,122.7995,0.9062,1.5949,1.0039,0.627,334.7068,41101.843,271.7625,33372.3166,1362.369,167298.295
5671,C,06,001,0.9875,0.00009537,0.4673,115.5438,0.9553,1.2698,0.9994,0.7876,302.0699,34902.3141,272.5877,31495.8246,1474.968,170423.455
5672,C,06,001,0.9875,0.00009537,0.4673,103.4966,0.9659,1.2819,0.9993,0.7801,205.1825,21235.6967,273.5886,28315.4943,1388.0741,143660.957
5673,C,06,001,0.9875,0.00009537,0.4673,98.5682,0.9863,1.0566,1.0035,0.9464,299.5056,29521.7226,271.3264,26744.153,1491.8528,147049.239
5674,C,06,001,0.9875,0.00009537,0.4673,76.3904,0.9841,1.0636,0.9894,0.9402,212.1505,16206.2544,289.8441,22141.292,1414.267,108036.357
5675,C,06,001,0.9875,0.00009537,0.4673,128.1387,0.9213,1.4437,0.9905,0.6927,198.4455,25428.5414,263.4647,33760.0182,1432.485,183556.709
5676,C,06,001,0.9875,0.00009537,0.4673,104.7287,0.9562,1.3022,0.9916,0.768,324.9843,34035.1878,270.617,28341.3685,1394.8654,146082.449
5677,C,06,001,0.9875,0.00009537,0.4673,117.0497,0.9574,1.0876,0.9977,0.9195,398.0047,46586.3418,266.7544,31223.5299,1488.7731,174260.495
5678,C,06,001,0.9875,0.00009537,0.4673,96.5147,0.9532,1.3824,0.9972,0.7234,199.2426,19229.8339,259.8624,25080.5409,1332.4099,128597.135
5679,C,06,001,0.9875,0.00009537,0.4673,145.7988,0.892,1.5582,0.9816,0.6418,405.5502,59128.7342,276.6864,40340.5406,1455.0469,212144.087
5680,C,06,001,0.9875,0.00009537,0.4673,95.0088,0.9935,1.0458,0.9907,0.9562,195.0403,18530.5473,254.4813,24177.9574,1380.1859,131129.79
5681,C,06,001,0.9875,0.00009537,0.4673,98.842,0.9516,1.0441,1,0.9577,210.687,20824.722,286.0305,28271.8231,1353.5416,133786.751
5682,C,06,001,0.9875,0.00009537,0.4673,79.5391,0.9635,1.0886,1.0009,0.9186,200.685,15962.2981,260.8417,20747.0996,1446.4079,115045.925
5683,C,06,001,0.9875,0.00009537,0.4673,91.7232,0.9935,1.0629,1.0083,0.9409,206.1537,18909.0765,273.6761,25102.4449,1374.1597,126042.302
5684,C,06,001,0.9875,0.00009537,0.4673,101.0324,0.9432,1.2532,0.9926,0.798,241.8144,24431.086,258.2425,26090.8649,1433.8672,144867.048
5685,C,06,001,0.9875,0.00009537,0.4673,137.4479,0.8723,1.7557,0.9965,0.5696,471.3546,64786.6856,271.7022,37344.8888,1484.3526,204021.109
5686,C,06,001,0.9875,0.00009537,0.4673,69.956,0.9124,1.5279,1,0.6545,201.2114,14075.9493,263.5049,18433.7588,1445.6282,101130.423
5687,C,06,001,0.9875,0.00009537,0.4673,140.1859,0.9115,1.5775,0.9981,0.6339,483.2314,67742.2256,265.2227,37180.4716,1346.1309,188708.54
5688,C,06,001,0.9875,0.00009537,0.4673,110.3416,0.9393,1.4515,0.992,0.689,209.9603,23167.3595,288.1774,31797.9635,1458.0037,160878.494
5689,C,06,001,0.9875,0.00009537,0.4673,80.6343,0.9566,1.2929,1.0094,0.7734,201.1952,16223.23,256.4941,20682.2089,1357.8251,109487.226
5690,C,06,001,0.9875,0.00009537,0.4673,90.7649,0.9883,1.0452,0.9992,0.9568,199.4253,18100.8173,256.4992,23281.1237,1488.6501,135117.148
5691,C,06,001,0.9875,0.00009537,0.4673,81.045,0.981,1.0395,1.0025,0.962,201.9797,16369.4395,262.9628,21311.8132,1470.5963,119184.42
5692,C,06,001,0.9875,0.00009537,0.4673,112.2582,0.932,1.4283,1.008,0.7001,209.2476,23489.7597,277.6268,31165.8949,1434.3512,161017.721
5693,C,06,001,0.9875,0.00009537,0.4673,93.366,0.9387,1.4639,0.9949,0.6831,200.7258,18740.963,261.0323,24371.5343,1431.0411,133610.56
5694,C,06,001,0.9875,0.00009537,0.4673,96.2409,0.9257,1.2978,1.0029,0.7705,189.8051,18267.0142,244.7326,23553.2814,1376.4154,132467.443
5695,C,06,001,0.9875,0.00009537,0.4673,83.783,0.9773,1.2594,1.0099,0.7941,201.7582,16903.8982,268.6356,22507.0895,1458.4085,122189.792
5696,C,06,001,0.9875,0.00009537,0.4673,77.8963,0.9917,1.1575,1.0035,0.8639,205.0844,15975.3037,274.3409,21370.1327,1430.1142,111400.544
5697,C,06,001,0.9875,0.00009537,0.4673,102.2645,0.9382,1.1759,0.9894,0.8504,202.3307,20691.2443,265.8286,27184.835,1452.6519,148554.731
5698,C,06,001,0.9875,0.00009537,0.4673,142.2394,0.9408,1.4136,0.9981,0.7074,208.1424,29606.0532,282.1963,40139.4341,1464.4735,208305.814
5699,C,06,001,0.9875,0.00009537,0.4673,84.6044,0.9555,1.2327,1.0115,0.8112,300.2977,25406.5004,279.5583,23651.8496,1311.3706,110947.678
5700,C,06,001,0.9875,0.00009537,0.4673,82.9616,0.9486,1.2122,0.9743,0.8249,195.7046,16235.9618,256.4109,21272.249,1365.9356,113320.16
5701,C,06,001,0.9875,0.00009537,0.4673,105.687,0.9119,1.552,0.9981,0.6443,238.4443,25200.4655,250.7319,26499.1015,1393.5324,147278.273
5702,C,06,001,0.9875,0.00009537,0.4673,88.7114,0.9527,1.2707,0.9992,0.787,230.2006,20421.4138,273.0833,24225.5987,1476.2423,130959.486
5703,C,06,001,0.9875,0.00009537,0.4673,88.8483,0.947,1.3924,0.9871,0.7182,192.2219,17078.583,244.5809,21730.5912,1483.775,131830.857
5704,C,06,001,0.9875,0.00009537,0.4673,124.4423,0.9355,1.2835,0.9929,0.7791,420.5116,52329.4452,254.4246,31661.2001,1284.1397,159801.362
5705,C,06,001,0.9875,0.00009537,0.4673,76.3904,0.7983,1.9278,0.9973,0.5187,212.4659,16230.3489,296.3656,22639.4721,1360.2742,103911.826
5706,C,06,001,0.9875,0.00009537,0.4673,80.6343,0.9685,1.2336,1.0034,0.8106,197.8014,15949.5664,257.8353,20790.3601,1413.4346,113971.258
5707,C,06,001,0.9875,0.00009537,0.4673,89.1221,0.9634,1.3291,0.9954,0.7524,202.1536,18016.3498,267.6344,23852.1347,1418.6068,126429.183
5708,C,06,001,0.9875,0.00009537,0.4673,130.466,0.9533,1.376,1.0106,0.7268,333.6684,43532.3705,273.7093,35709.7519,1419.2015,185157.483
5709,C,06,001,0.9875,0.00009537,0.4673,95.4195,0.8953,1.6449,0.9852,0.6079,275.7303,26310.0422,272.1564,25969.0236,1315.3874,125513.594
5710,C,06,001,0.9875,0.00009537,0.4673,92.4077,0.9535,1.3838,1.0022,0.7227,209.3852,19348.8002,280.2548,25897.6986,1414.9659,130753.725
5711,C,06,001,0.9875,0.00009537,0.4673,77.7594,0.9254,1.2951,0.993,0.7722,206.125,16028.1472,278.338,21643.3857,1342.0493,104356.888
5712,C,06,001,0.9875,0.00009537,0.4673,75.9797,0.9161,1.4429,0.9867,0.6931,305.3856,23203.0905,280.3333,21299.6291,1429.245,108593.541
5713,C,06,001,0.9875,0.00009537,0.4673,51.4745,0.7896,2.0362,1,0.4911,213.4202,10985.6994,298.5505,15367.7402,1337.1197,68827.571
5714,C,06,001,0.9875,0.00009537,0.4673,100.4848,0.8824,1.728,1.0027,0.5787,203.846,20483.4297,270.8597,27217.2803,1465.4796,147258.422
5715,C,06,001,0.9875,0.00009537,0.4673,122.2519,0.8897,1.6282,0.9972,0.6142,204.2161,24965.8184,266.8197,32619.2282,1396.0885,170674.53
5716,C,06,001,0.9875,0.00009537,0.4673,91.7232,0.9337,1.4535,0.997,0.688,207.1373,18999.2938,284.4687,26092.3708,1425.5224,130753.452
5717,C,06,001,0.9875,0.00009537,0.4673,138.1324,0.9504,1.3113,1.004,0.7626,372.1001,51399.0709,263.1021,36342.9157,1399.1943,193274.027
5718,C,06,001,0.9875,0.00009537,0.4673,127.728,0.9466,1.307,0.9984,0.7651,469.3805,59953.0107,279.0997,35648.8313,1506.4673,192417.989
5719,C,06,001,0.9875,0.00009537,0.4673,72.694,0.9496,1.3099,1.0114,0.7634,195.6139,14219.9683,252.1262,18328.0718,1348.8851,98055.9163
5720,C,06,001,0.9875,0.00009537,0.4673,103.7704,0.9275,1.4404,0.9954,0.6943,327.3443,33968.6542,263.1148,27303.5275,1447.7058,150229.021
5721,C,06,001,0.9875,0.00009537,0.4673,112.8058,0.9353,1.2872,1.0024,0.7769,372.108,41975.9513,268.8932,30332.7199,1314.625,148297.358
5722,C,06,001,0.9875,0.00009537,0.4673,103.2228,0.914,1.3987,0.9947,0.7149,204.2135,21079.4935,264.9828,27352.264,1410.2281,145567.704
5723,C,06,001,0.9875,0.00009537,0.4673,77.3487,0.9303,1.2585,0.9974,0.7946,212.5469,16440.217,288.3274,22301.7391,1408.4832,108944.28
5724,C,06,001,0.9875,0.00009537,0.4673,67.0811,0.8862,1.5843,1.0093,0.6312,213.7612,14339.3454,297.9163,19984.5651,1393.7122,93491.7981
5725,C,06,001,0.9875,0.00009537,0.4673,121.0198,0.8718,1.7593,0.9955,0.5684,371.4061,44947.5086,265.7172,32157.0529,1451.0758,175608.963
5726,C,06,001,0.9875,0.00009537,0.4673,94.5981,0.9832,1.1116,1,0.8996,196.5904,18597.0808,260.3748,24630.9604,1470.1476,139073.155
5727,C,06,001,0.9875,0.00009537,0.4673,109.6571,0.8804,1.7313,1.0126,0.5776,190.4594,20885.232,246.5418,27035.0661,1323.4994,145131.129
5728,C,06,001,0.9875,0.00009537,0.4673,76.2535,0.9602,1.2814,1.0027,0.7804,373.009,28443.2223,277.8276,21185.3174,1401.6032,106877.085
5729,C,06,001,0.9875,0.00009537,0.4673,115.1331,0.8048,1.8207,0.9568,0.5493,215.2735,24785.1101,295.7479,34050.3837,1389.365,159961.946
5730,C,06,001,0.9875,0.00009537,0.4673,127.0435,0.8907,1.4587,1.0022,0.6855,404.1196,51340.7514,271.2371,34458.8941,1286.7112,163468.236
5731,C,06,001,0.9875,0.00009537,0.4673,98.842,0.9464,1.2565,1.0021,0.7959,204.1953,20183.0705,267.1233,26402.9975,1375.4515,135952.376
5732,C,06,001,0.9875,0.00009537,0.4673,93.5029,0.7039,2.2234,0.9688,0.4498,205.4568,19210.8047,276.3807,25842.3909,1450.1201,135590.412
5733,C,06,001,0.9875,0.00009537,0.4673,83.0985,0.8903,1.7187,1.0058,0.5819,410.7068,34129.1014,280.6376,23320.5509,1347.089,111941.027
5734,C,06,001,0.9875,0.00009537,0.4673,42.0284,0.9128,1.4822,0.984,0.6747,224.2671,9425.5839,309.7134,13016.7518,1320.5896,55502.2459
5735,C,06,001,0.9875,0.00009537,0.4673,145.7988,0.841,1.6486,0.959,0.6066,321.0864,46814.0069,263.2469,38381.087,1371.3728,199944.493
5736,C,06,001,0.9875,0.00009537,0.4673,91.5863,0.9346,1.3705,1.0007,0.7296,209.1868,19158.6457,279.2795,25578.1734,1400.5964,128275.42
5737,C,06,001,0.9875,0.00009537,0.4673,86.7948,0.8958,1.5834,1.0032,0.6316,200.6814,17418.0956,257.0726,22312.5542,1355.724,117669.755
5738,C,06,001,0.9875,0.00009537,0.4673,110.0678,0.8959,1.5828,0.995,0.6318,420.3918,46271.608,272.653,30010.3197,1363.8706,150118.269
5739,C,06,001,0.9875,0.00009537,0.4673,108.5619,0.9337,1.4071,0.9981,0.7107,205.7692,22338.7022,270.8108,29399.7445,1423.5939,154548.088
5740,C,06,001,0.9875,0.00009537,0.4673,149.4951,0.9548,1.2535,1.0023,0.7977,215.9716,32286.6975,280.1319,41878.3414,1498.9954,224092.469
5741,C,06,001,0.9875,0.00009537,0.4673,76.2535,0.9359,1.4219,0.9982,0.7033,204.8689,15621.964,272.2047,20756.5457,1329.2424,101359.32
5742,C,06,001,0.9875,0.00009537,0.4673,114.5855,0.9815,1.1283,0.9929,0.8863,194.1111,22242.3244,257.8781,29549.1027,1339.8029,153522.021
5743,C,06,001,0.9875,0.00009537,0.4673,86.1103,0.9521,1.1765,0.9992,0.8499,203.4531,17519.4018,268.8744,23152.8481,1344.7297,115795.043
5744,C,06,001,0.9875,0.00009537,0.4673,121.9781,0.8582,1.8017,0.9884,0.555,203.1493,24779.771,264.716,32289.5724,1374.2705,167630.963
5745,C,06,001,0.9875,0.00009537,0.4673,79.676,0.9688,1.0596,1.0122,0.9437,389.421,31027.4888,289.2165,23043.6017,1425.9467,113613.674
5746,C,06,001,0.9875,0.00009537,0.4673,103.6335,0.8789,1.5302,0.973,0.6535,207.0674,21459.1179,273.4452,28338.0829,1416.1295,146758.463
5747,C,06,001,0.9875,0.00009537,0.4673,146.4833,0.8766,1.6726,0.9808,0.5979,272.3766,39898.6265,262.0776,38389.9855,1493.8159,218819.07
5748,C,06,001,0.9875,0.00009537,0.4673,68.3132,0.916,1.5452,0.9823,0.6472,294.6012,20125.1617,280.2265,19143.176,1488.7515,101701.434
5749,C,06,001,0.9875,0.00009537,0.4673,95.6933,0.9055,1.551,1.005,0.6448,214.4134,20517.9285,296.9227,28413.5149,1281.4449,122625.682
5750,C,06,001,0.9875,0.00009537,0.4673,47.5044,0.8554,1.8765,0.983,0.5329,212.4928,10094.3417,300.3977,14270.2107,1411.3919,67047.3198
5751,C,06,001,0.9875,0.00009537,0.4673,83.5092,0.9598,1.1434,1.0058,0.8746,211.1459,17632.6184,289.1754,24148.7976,1461.323,122033.862
5752,C,06,001,0.9875,0.00009537,0.4673,83.783,0.9273,1.4366,0.9823,0.6961,211.6471,17732.4187,267.3448,22398.9383,1437.0572,120400.916
5753,C,06,001,0.9875,0.00009537,0.4673,192.7556,0.8561,1.8169,0.9891,0.5504,280.5653,54080.5366,246.9766,47606.1119,1503.3693,289782.833
5754,C,06,001,0.9875,0.00009537,0.4673,95.1457,0.9444,1.3349,1.0065,0.7491,204.5108,19458.3204,265.1223,25225.2445,1369.9094,130340.971
5755,C,06,001,0.9875,0.00009537,0.4673,91.5863,0.9329,1.4877,1.003,0.6722,201.2332,18430.1994,267.6472,24512.8154,1453.0568,133080.072
5756,C,06,001,0.9875,0.00009537,0.4673,88.9852,0.9181,1.5232,1.0008,0.6565,206.58,18382.5581,264.5369,23539.8652,1350.8662,120207.065
5757,C,06,001,0.9875,0.00009537,0.4673,89.259,0.9505,1.3255,0.9992,0.7544,203.1227,18130.5247,269.1748,24026.2719,1502.8236,134140.501
5758,C,06,001,0.9875,0.00009537,0.4673,85.6996,0.8564,1.8331,0.9952,0.5455,201.254,17247.381,270.1278,23149.8363,1444.0367,123753.33
5759,C,06,001,0.9875,0.00009537,0.4673,96.3778,0.7292,2.309,0.9717,0.4331,597.5341,57589.0168,280.142,26999.472,1366.8565,131734.616
5760,C,06,001,0.9875,0.00009537,0.4673,88.5745,0.9179,1.5754,0.9916,0.6347,209.8037,18583.2539,277.6692,24594.408,1475.6182,130702.114
5761,C,06,001,0.9875,0.00009537,0.4673,137.0372,0.7639,1.8609,0.9593,0.5374,283.038,38786.7225,254.998,34944.2056,1399.1199,191731.435
5762,C,06,001,0.9875,0.00009537,0.4673,64.3431,0.8763,1.4114,0.9853,0.7085,227.9851,14669.275,326.5213,21009.4005,1402.6915,90253.559
5763,C,06,001,0.9875,0.00009537,0.4673,84.1937,0.7982,2.0879,1.009,0.479,214.987,18100.5435,303.2244,25529.5738,1245.0553,104825.772
5764,C,06,001,0.9875,0.00009537,0.4673,120.3353,0.8841,1.6805,0.9865,0.5951,258.5381,31111.2717,267.0762,32138.7083,1436.8805,172907.51
5765,C,06,001,0.9875,0.00009537,0.4673,131.0136,0.9067,1.5233,0.9953,0.6565,376.3459,49306.4133,281.0585,36822.4773,1500.7095,196613.298
5766,C,06,001,0.9875,0.00009537,0.4673,53.2542,0.7938,2.1576,0.9923,0.4635,331.126,17633.8505,300.0437,15978.5893,1355.4139,72181.4908
5767,C,06,001,0.9875,0.00009537,0.4673,100.7586,0.823,1.9124,1.0124,0.5229,194.8614,19633.9635,254.0312,25595.8335,1412.1101,142282.234
5768,C,06,001,0.9875,0.00009537,0.4673,23.5468,0.8709,1.7741,1.0088,0.5637,198.75,4679.9359,266.6453,6278.6573,1281.9535,30185.9628
5769,C,06,001,0.9875,0.00009537,0.4673,91.5863,0.7842,1.8058,0.9571,0.5538,198.3184,18163.2438,260.8864,23893.6155,1331.3558,121933.925
5770,C,06,001,0.9875,0.00009537,0.4673,102.5383,0.8718,1.3866,1.0088,0.7212,202.2817,20741.6236,275.8545,28285.6501,1393.6529,142902.803
5771,C,06,001,0.9875,0.00009537,0.4673,95.0088,0.8021,1.9922,0.9802,0.502,196.732,18691.2682,256.1427,24335.8034,1447.1772,137494.558
5772,C,06,001,0.9875,0.00009537,0.4673,85.5627,0.7837,2.0305,0.9608,0.4925,197.4928,16898.0115,262.1536,22430.5623,1403.6736,120102.063
5773,C,06,001,0.9875,0.00009537,0.4673,65.9859,0.8348,1.9361,1.0063,0.5165,199.5705,13168.848,274.2842,18098.9007,1343.5166,88653.1948
5774,C,06,001,0.9875,0.00009537,0.4673,193.7139,0.9139,1.2843,0.9864,0.7786,203.9837,39514.4843,262.159,50783.8411,1392.6198,269769.793
