n,Row,Column,Field,Mean/s.d.,%SatPix,MaxCountRatio,Area,Circ.,AR,Solidity,Round,Mean-Cy3,IntDen-Cy3,Mean-FITC,IntDen-FITC,Mean-TL-Brightfield,IntDen-TL-Brightfield
5775,C,06,001,0.9875,0.00009537,0.4673,54.7601,0.9201,1.3111,0.9816,0.7627,243.1875,13316.9741,278.67,15259.9997,1350.225,73938.4689
5776,C,06,001,0.9875,0.00009537,0.4673,73.6523,0.8783,1.7526,1.0019,0.5706,458.4164,33763.4407,275.8773,20319.0124,1418.2751,104459.29
5777,C,06,001,0.9875,0.00009537,0.4673,92.4077,0.7461,2.3938,0.9868,0.4178,210.757,19475.5699,285.8074,26410.8008,1493.5141,138012.178
5778,C,06,001,0.9875,0.00009537,0.4673,41.6177,0.9186,1.3912,1.005,0.7188,199.4671,8301.3588,270.6743,11264.839,1317.9572,54850.3268
5779,C,06,001,0.9875,0.00009537,0.4673,101.9907,0.8093,2.063,0.9953,0.4847,384.8188,39247.9395,276.0349,28152.9937,1500.8389,153071.619
5780,C,06,001,0.9875,0.00009537,0.4673,109.3833,0.8847,1.3566,0.9816,0.7371,203.0788,22213.4384,261.9011,28647.6144,1428.9875,156307.394
5781,C,06,001,0.9875,0.00009537,0.4673,80.6343,0.8586,1.7635,0.9941,0.567,207.7827,16754.4031,284.1087,22908.8918,1460.0306,117728.486
5782,C,06,002,1.1497,0.00009537,0.275,125.5376,0.9862,1.0821,0.9951,0.9241,374.9444,47069.5997,260.1756,32661.8042,1451.8277,182258.894
5783,C,06,002,1.1497,0.00009537,0.275,114.4486,0.9857,1.1414,0.9911,0.8761,274.2177,31383.8402,269.6376,30859.649,1437.0227,164465.281
5784,C,06,002,1.1497,0.00009537,0.275,77.6225,0.9633,1.2563,1.0035,0.796,197.2381,15310.1052,266.6102,20694.9406,1468.3139,113974.133
5785,C,06,002,1.1497,0.00009537,0.275,88.0269,0.9732,1.2573,1.0142,0.7953,201.7807,17762.126,260.283,22911.9036,1458.9036,128422.724
5786,C,06,002,1.1497,0.00009537,0.275,126.359,0.8989,1.6446,0.9973,0.608,525.3478,66382.3952,276.6121,34952.4196,1503.6132,189994.991
5787,C,06,002,1.1497,0.00009537,0.275,91.4494,0.9409,1.373,1.0091,0.7284,208.8219,19096.6299,264.25,24165.4994,1415.9566,129488.356
5788,C,06,002,1.1497,0.00009537,0.275,121.0198,0.9867,1.122,0.9955,0.8913,314.1878,38022.9558,261.3801,31632.1773,1483.5011,179533.073
5789,C,06,002,1.1497,0.00009537,0.275,88.8483,0.9694,1.089,1.0093,0.9183,194.5023,17281.1954,256.1032,22754.3314,1328.1803,118006.53
5790,C,06,002,1.1497,0.00009537,0.275,121.0198,0.9617,1.2658,0.9983,0.79,431.0905,52170.5039,261.6572,31665.7178,1435.9921,173783.535
5791,C,06,002,1.1497,0.00009537,0.275,90.3542,0.9858,1.0199,0.9977,0.9805,286.4076,25878.1219,269.353,24337.1724,1323.8848,119618.531
5792,C,06,002,1.1497,0.00009537,0.275,56.1291,0.8853,1.7026,1.0049,0.5873,218.3512,12255.8601,557.8098,31309.3664,1446.6902,81201.4391
5793,C,06,002,1.1497,0.00009537,0.275,86.6579,0.9283,1.3049,0.9922,0.7663,207.2148,17956.7982,280.3555,24295.0071,1446.128,125318.374
5794,C,06,002,1.1497,0.00009537,0.275,86.1103,0.8961,1.5053,0.9929,0.6643,252.2591,21722.1033,275.9936,23765.8875,1415.3418,121875.469
5795,C,06,002,1.1497,0.00009537,0.275,85.0151,0.9437,1.1191,0.9984,0.8936,198.7842,16899.6543,260.789,22170.9993,1383.1143,117585.562
5796,C,06,002,1.1497,0.00009537,0.275,93.5029,0.8821,1.6644,0.9877,0.6008,198.2987,18541.4993,267.3821,25001.0018,1474.1406,137836.398
5797,C,06,002,1.1497,0.00009537,0.275,174.4109,0.95,1.2374,0.9918,0.8081,377.8744,65905.4346,294.81,51418.1,1439.2575,251022.259
5798,C,06,002,1.1497,0.00009537,0.275,84.7413,0.9785,1.1099,1.0073,0.901,281.8853,23887.3181,291.4362,24696.6725,1299.4798,110119.568
5799,C,06,002,1.1497,0.00009537,0.275,97.0623,0.9553,1.3534,1.005,0.7389,362.244,35160.2342,270.488,26254.1869,1440.7292,139840.481
5800,C,06,002,1.1497,0.00009537,0.275,66.3966,0.8999,1.6891,1.001,0.592,535.3361,35544.5133,351.367,23329.5864,1433.5485,95182.7903
5801,C,06,002,1.1497,0.00009537,0.275,118.2818,0.928,1.1882,1.0006,0.8416,496.4271,58718.3071,269.2338,31845.4679,1478.456,174874.493
5802,C,06,002,1.1497,0.00009537,0.275,88.5745,0.9746,1.154,0.9916,0.8665,199.9474,17710.2408,260.4992,23073.5828,1234.7264,109365.248
5803,C,06,002,1.1497,0.00009537,0.275,88.5745,0.9657,1.2368,0.9946,0.8085,253.7295,22473.9596,264.0108,23384.6203,1469.2148,130134.936
5804,C,06,002,1.1497,0.00009537,0.275,79.4022,0.9243,1.5306,0.9906,0.6533,193.2328,15343.0982,252.1741,20023.1709,1558.2966,123732.11
5805,C,06,002,1.1497,0.00009537,0.275,91.997,0.8556,1.4483,0.9641,0.6905,197.1265,18135.0424,258.5417,23785.0536,1474.7336,135671.046
5806,C,06,002,1.1497,0.00009537,0.275,147.3047,0.9313,1.4885,0.9986,0.6718,294.3048,43352.4835,259.3801,38207.9081,1439.0716,211981.997
5807,C,06,002,1.1497,0.00009537,0.275,97.473,0.987,1.0685,1.0092,0.9359,201.1461,19606.3096,276.0154,26904.0525,1469.0674,143194.401
5808,C,06,002,1.1497,0.00009537,0.275,84.8782,0.9425,1.4426,0.9968,0.6932,198.871,16879.8038,263.8194,22392.504,1434.9194,121793.329
5809,C,06,002,1.1497,0.00009537,0.275,78.9915,0.9437,1.3506,0.9805,0.7404,203.4506,16070.86,273.2704,21586.0245,1410.5702,111422.996
5810,C,06,002,1.1497,0.00009537,0.275,93.6398,0.9684,1.2173,1.0015,0.8215,214.0614,20044.6643,269.5556,25241.1249,1466.2281,137297.285
5811,C,06,002,1.1497,0.00009537,0.275,101.1693,0.9249,1.4584,0.988,0.6857,198.0392,20035.492,260.5643,26361.106,1435.0447,145182.467
5812,C,06,002,1.1497,0.00009537,0.275,143.4715,0.9144,1.5944,0.9957,0.6272,202.2853,29022.1735,266.7538,38271.5667,1374.5172,197204.023
5813,C,06,002,1.1497,0.00009537,0.275,32.993,0.9695,1.1256,1.0105,0.8884,216.7552,7151.3965,1214.639,40074.5433,1368.6473,45155.7339
5814,C,06,002,1.1497,0.00009537,0.275,99.2527,0.8938,1.363,0.966,0.7337,202.9338,20141.7266,261.88,25992.2967,1489.2841,147815.47
5815,C,06,002,1.1497,0.00009537,0.275,96.7885,0.9773,1.0745,1.0021,0.9307,201.5714,19509.7949,268.0849,25947.5303,1462.5233,141555.431
5816,C,06,002,1.1497,0.00009537,0.275,93.5029,0.926,1.4285,0.9891,0.7,190.0322,17768.5603,247.5798,23149.4256,1405.4231,131411.12
5817,C,06,002,1.1497,0.00009537,0.275,97.1992,0.9669,1.2795,0.9993,0.7816,201.8169,19616.4402,275.4113,26769.7533,1496.6408,145472.284
5818,C,06,002,1.1497,0.00009537,0.275,62.4265,0.7705,2.2579,1.0044,0.4429,193.9079,12104.996,257.625,16082.6335,1518.3991,94788.3806
5819,C,06,002,1.1497,0.00009537,0.275,86.521,0.9331,1.3414,0.9922,0.7455,433.5538,37511.4964,320.2057,27704.5084,1443.8592,124924.101
5820,C,06,002,1.1497,0.00009537,0.275,65.1645,0.936,1.4713,0.9979,0.6797,207.1534,13499.0515,274.3592,17878.4913,1452.895,94677.2176
5821,C,06,002,1.1497,0.00009537,0.275,54.3494,0.8287,1.8344,0.9839,0.5451,193.6851,10526.6728,256.6196,13947.1261,1509.665,82049.3994
5822,C,06,002,1.1497,0.00009537,0.275,95.4195,0.8655,1.6463,0.9574,0.6074,222.307,21212.4236,282.5165,26957.5805,1500.1148,143140.188
5823,C,06,002,1.1497,0.00009537,0.275,76.2535,0.8595,1.7448,0.967,0.5731,197.4937,15059.5777,266.1777,20296.9715,1402.2208,106924.179
5824,C,06,002,1.1497,0.00009537,0.275,23.1361,0.9002,1.5095,0.9854,0.6625,211.7337,4898.7025,1143.3905,26453.6506,1438.6982,33285.9326
5825,C,06,002,1.1497,0.00009537,0.275,96.6516,0.8182,1.8956,0.9625,0.5275,320.4306,30970.1275,262.8612,25405.9528,1448.7847,140027.35
5826,C,06,003,1.0388,0.0003815,0.6562,98.0206,0.9818,1.1048,0.989,0.9051,401.5363,39358.8287,281.7402,27616.3446,1551.5852,152087.306
5827,C,06,003,1.0388,0.0003815,0.6562,79.4022,0.9653,1.2246,0.974,0.8166,229.8862,18253.4611,267.1793,21214.614,1433.8517,113850.922
5828,C,06,003,1.0388,0.0003815,0.6562,128.4125,0.9485,1.3559,1.0016,0.7375,215.661,27693.5564,277.8699,35681.9612,1387.032,178112.185
5829,C,06,003,1.0388,0.0003815,0.6562,126.4959,0.9661,1.245,1.0082,0.8032,199.5909,25247.4223,269.8312,34132.5239,1511.8755,191245.986
5830,C,06,003,1.0388,0.0003815,0.6562,86.2472,0.9863,1.136,1.0024,0.8803,199.7905,17231.3637,267.8492,23101.2367,1471.4889,126911.756
5831,C,06,003,1.0388,0.0003815,0.6562,79.1284,0.9313,1.3042,0.9914,0.7668,195.872,15499.0276,258.9221,20488.0843,1702.526,134718.083
5832,C,06,003,1.0388,0.0003815,0.6562,112.9427,0.9549,1.3846,0.9964,0.7222,355.6776,40171.1949,277.5333,31345.3712,1506.6024,170159.785
5833,C,06,003,1.0388,0.0003815,0.6562,81.4557,0.9651,1.2244,1.0215,0.8167,311.5933,25381.037,273.9143,22311.8697,1465.2588,119353.629
5834,C,06,003,1.0388,0.0003815,0.6562,80.3605,0.9829,1.1219,1.0103,0.8914,200.5366,16115.2157,271.4191,21811.3623,1614.5434,129745.455
5835,C,06,003,1.0388,0.0003815,0.6562,70.6405,0.9624,1.1464,0.9923,0.8723,202.6977,14318.6734,282.7171,19971.2857,1462.5562,103315.762
5836,C,06,003,1.0388,0.0003815,0.6562,133.8885,0.968,1.239,1.0088,0.8071,314.8323,42152.4157,287.5419,38498.5474,1591.9397,213142.364
5837,C,06,003,1.0388,0.0003815,0.6562,81.1819,0.9769,1.1311,0.9826,0.8841,340.769,27664.2597,272.1602,22094.4721,1494.4755,121324.308
5838,C,06,003,1.0388,0.0003815,0.6562,126.359,0.9143,1.5203,0.9962,0.6578,195.7031,24728.8441,263.2763,33267.3141,1428.104,180453.727
5839,C,06,003,1.0388,0.0003815,0.6562,93.2291,0.8764,1.6627,0.9784,0.6014,322.1057,30029.6227,276.3921,25767.7802,1419.0191,132293.853
5840,C,06,003,1.0388,0.0003815,0.6562,65.0276,0.9459,1.3093,0.9958,0.7638,214.2611,13932.8885,319.8884,20801.5859,1459.1368,94884.2108
5841,C,06,003,1.0388,0.0003815,0.6562,98.2944,0.6724,1.5205,0.8482,0.6577,195.6518,19231.4767,260.7437,25629.6479,1471.0655,144597.492
5842,C,06,003,1.0388,0.0003815,0.6562,104.318,0.9568,1.3036,1.0174,0.7671,362.0407,37767.363,275.2087,28709.2195,1628.6496,169897.484
5843,C,06,003,1.0388,0.0003815,0.6562,61.1944,0.9173,1.5095,0.9868,0.6625,204.1365,12492.0131,281.9351,17252.857,1427.6018,87361.2669
5844,C,06,003,1.0388,0.0003815,0.6562,77.3487,0.9512,1.3275,0.9904,0.7533,201.5929,15592.9412,267.8212,20715.6125,1681.8761,130090.854
5845,C,06,003,1.0388,0.0003815,0.6562,82.6878,0.9309,1.3908,0.9773,0.719,193.7815,16023.3556,258.4205,21368.2161,1627.8444,134602.813
5846,C,06,003,1.0388,0.0003815,0.6562,84.7413,0.9225,1.475,1.0164,0.678,263.8368,22357.8682,273.0065,23134.9142,1593.5267,135037.472
5847,C,06,003,1.0388,0.0003815,0.6562,126.7697,0.9473,1.2816,0.9941,0.7803,322.8877,40932.3605,264.3672,33513.7346,1619.3585,205285.52
5848,C,06,003,1.0388,0.0003815,0.6562,118.8294,0.8529,1.7678,0.9914,0.5657,380.038,45159.704,273.4758,32496.9763,1515.712,180111.202
5849,C,06,003,1.0388,0.0003815,0.6562,83.783,0.9072,1.4399,0.9903,0.6945,366.5196,30708.1004,274.8415,23027.0368,1429.4755,119765.699
5850,C,06,003,1.0388,0.0003815,0.6562,89.1221,0.9741,1.1676,1.007,0.8564,219.8694,19595.2207,310.5699,27678.6343,1621.702,144529.452
5851,C,06,003,1.0388,0.0003815,0.6562,52.7066,0.9616,1.1654,0.9987,0.8581,214.4961,11305.3615,281.6701,14845.8764,1474.2364,77701.9943
5852,C,06,003,1.0388,0.0003815,0.6562,80.2236,0.8976,1.4161,0.9932,0.7062,198.7491,15944.3642,270.7526,21720.7343,1433.2833,114983.088
5853,C,06,003,1.0388,0.0003815,0.6562,84.7413,0.9196,1.304,0.9944,0.7668,281.3166,23839.1292,269.4039,22829.6266,1514.2811,128322.103
5854,C,06,003,1.0388,0.0003815,0.6562,73.6523,0.8832,1.7014,0.9981,0.5878,203.881,15016.3172,273.0595,20111.4716,1552.1375,114318.574
5855,C,06,003,1.0388,0.0003815,0.6562,111.9844,0.9739,1.1694,1.0105,0.8551,206.1394,23084.398,294.813,33014.4593,1481.9756,165958.178
5856,C,06,003,1.0388,0.0003815,0.6562,80.6343,0.9623,1.3246,0.9983,0.7549,199.5925,16093.9962,265.9745,21446.66,1594.854,128599.873
5857,C,06,003,1.0388,0.0003815,0.6562,55.7184,0.8094,1.9943,0.9951,0.5014,216.0786,12039.5577,322.9902,17996.4993,1347.2703,75067.7592
5858,C,06,003,1.0388,0.0003815,0.6562,106.7822,0.945,1.2897,0.9892,0.7754,331.5128,35399.6728,266.6987,28478.6795,1516.5013,161935.364
5859,C,06,003,1.0388,0.0003815,0.6562,83.9199,0.9514,1.2644,0.9895,0.7909,212.1843,17806.4817,301.5628,25307.1108,1589.7684,133413.15
5860,C,06,003,1.0388,0.0003815,0.6562,107.8774,0.9611,1.2474,0.9943,0.8017,493.2157,53206.839,270.3706,29166.8771,1352.5596,145910.639
5861,C,06,003,1.0388,0.0003815,0.6562,116.9128,0.8988,1.5149,0.9822,0.6601,394.0937,46074.6085,273.7881,32009.3375,1539.2049,179952.809
5862,C,06,003,1.0388,0.0003815,0.6562,94.5981,0.8744,1.2813,0.9857,0.7804,226.5441,21430.6427,270.2084,25561.1977,1655.7988,156635.407
5863,C,06,003,1.0388,0.0003815,0.6562,83.3723,0.8905,1.5172,0.9838,0.6591,199.0345,16593.956,268.5419,22388.9446,1673.2365,139501.516
5864,C,06,003,1.0388,0.0003815,0.6562,72.5571,0.8884,1.5914,1.0134,0.6284,207.3151,15042.1914,306.8642,22265.1867,1482.7774,107586.092
5865,C,06,003,1.0388,0.0003815,0.6562,73.7892,0.8378,1.7609,0.9972,0.5679,194.8386,14376.993,256.564,18931.6651,1636.039,120722.084
5866,C,06,003,1.0388,0.0003815,0.6562,85.152,0.9348,1.3123,1.0089,0.762,196.2814,16713.7437,264.3473,22509.6906,1441.6318,122757.791
5867,C,06,003,1.0388,0.0003815,0.6562,67.7656,0.9661,1.2344,1.003,0.8101,195.0061,13214.7096,265.3394,17980.8927,1507.4687,102154.574
5868,C,06,003,1.0388,0.0003815,0.6562,70.9143,0.99,1.144,0.9981,0.8741,195.251,13846.0937,265.7085,18842.543,1510.2568,107098.864
5869,C,06,003,1.0388,0.0003815,0.6562,106.2346,0.9305,1.413,1.0124,0.7077,384.5644,40854.0535,271.616,28855.0183,1563.857,166135.738
5870,C,06,003,1.0388,0.0003815,0.6562,75.9797,0.8818,1.7222,0.9964,0.5806,209.3892,15909.3177,298.3532,22668.7687,1663.7261,126409.332
5871,C,06,003,1.0388,0.0003815,0.6562,68.3132,0.9164,1.5748,0.998,0.635,207.3367,14163.8392,293.976,20082.4488,1428.4008,97578.682
5872,C,06,003,1.0388,0.0003815,0.6562,106.0977,0.917,1.4819,0.9829,0.6748,400.0271,42441.9598,272.8787,28951.8068,1530.1174,162341.958
5873,C,06,003,1.0388,0.0003815,0.6562,146.894,0.8913,1.6696,1.0108,0.5989,328.4306,48244.4779,264.5797,38865.1663,1687.9664,247952.133
5874,C,06,003,1.0388,0.0003815,0.6562,79.2653,0.9703,1.1541,0.9855,0.8665,200.829,15918.7638,260.532,20651.1325,1491.6857,118238.85
5875,C,06,003,1.0388,0.0003815,0.6562,66.1228,0.9001,1.3125,0.9728,0.7619,200.8944,13283.7074,281.501,18613.6457,1610.472,106488.973
5876,C,06,003,1.0388,0.0003815,0.6562,81.045,0.9585,1.2035,0.9983,0.8309,479.3159,38846.1372,329.6774,26718.6895,1613.8041,130790.688
5877,C,06,003,1.0388,0.0003815,0.6562,70.0929,0.8489,1.762,0.9808,0.5675,204.4453,14330.1731,285.3691,20002.3621,1425.252,99900.0999
5878,C,06,003,1.0388,0.0003815,0.6562,99.6634,0.7598,2.0606,0.9739,0.4853,429.5357,42808.9894,276.4945,27556.3823,1539.0069,153382.656
5879,C,06,003,1.0388,0.0003815,0.6562,64.6169,0.9441,1.4724,0.9916,0.6792,202.9936,13116.8259,279.8983,18086.169,1414.8623,91424.0563
5880,C,06,003,1.0388,0.0003815,0.6562,103.3597,0.8298,1.9092,1,0.5238,352.5841,36442.9898,269.8702,27893.7046,1447.0503,149566.698
5881,C,06,003,1.0388,0.0003815,0.6562,61.3313,0.952,1.2539,0.9868,0.7975,203.558,12484.4836,281.0826,17239.167,1424.5982,87372.4927
5882,C,06,003,1.0388,0.0003815,0.6562,144.156,0.8813,1.7609,0.9995,0.5679,211.5404,30494.8098,254.5499,36694.8863,1521.736,219367.356
5883,C,06,003,1.0388,0.0003815,0.6562,58.7302,0.8172,1.9796,1,0.5052,429.4802,25223.4647,296.2494,17398.7927,1447.2517,84997.4099
5884,C,06,003,1.0388,0.0003815,0.6562,86.3841,0.9157,1.4837,0.9867,0.674,395.8479,34194.9504,302.0666,26093.7398,1466.7908,126707.364
5885,C,06,003,1.0388,0.0003815,0.6562,83.783,0.8644,1.6361,0.9871,0.6112,203.0082,17008.6269,281.9918,23626.1124,1436.2533,120333.561
5886,C,06,003,1.0388,0.0003815,0.6562,77.3487,0.8658,1.306,0.9852,0.7657,198.9699,15390.055,272.1752,21052.3872,1607.8319,124363.631
5887,C,06,003,1.0388,0.0003815,0.6562,96.7885,0.8611,1.5674,0.9718,0.638,191.4851,18533.5591,247.6945,23973.9759,1513.1825,146458.651
5888,C,06,003,1.0388,0.0003815,0.6562,103.4966,0.8668,1.3078,0.957,0.7647,204.5489,21170.1214,285.6005,29558.6857,1458.381,150937.48
5889,C,06,003,1.0388,0.0003815,0.6562,40.5225,0.7986,2.1099,1.0137,0.474,201.125,8150.084,280.1453,11352.1814,1558.7601,63164.828
5890,C,06,003,1.0388,0.0003815,0.6562,68.3132,0.873,1.7483,0.998,0.572,196.8677,13448.6722,269.018,18377.4928,1673.5511,114325.692
5891,C,06,003,1.0388,0.0003815,0.6562,26.2849,0.9822,1.1683,0.9948,0.856,198.4062,5215.079,284.5833,7480.231,1471.9635,38690.3447
5892,C,06,003,1.0388,0.0003815,0.6562,44.9033,0.9034,1.5812,1.0031,0.6324,205.2713,9217.3585,292.5762,13137.6348,1334.625,59929.0532
5893,C,06,003,1.0388,0.0003815,0.6562,64.2062,0.7296,2.2614,0.9504,0.4422,199.8486,12831.5258,273.8209,17581.007,1399.5458,89859.56
5894,C,06,003,1.0388,0.0003815,0.6562,109.2464,0.8201,1.8063,0.9888,0.5536,204.8596,22380.183,289.7419,31653.2599,1467.8409,160356.356
5895,C,06,003,1.0388,0.0003815,0.6562,68.587,0.9244,1.4732,0.9921,0.6788,197.5749,13551.0736,271.9142,18649.7874,1519.3932,104210.679
5896,C,06,003,1.0388,0.0003815,0.6562,64.0693,0.9685,1.1489,0.9842,0.8704,200.8462,12868.0781,272.1517,17436.5772,1449.5235,92869.997
5897,C,06,003,1.0388,0.0003815,0.6562,77.8963,0.7935,2.1108,0.971,0.4738,198.3849,15453.4398,269.7627,21013.5075,1450.1916,112964.493
5898,C,06,003,1.0388,0.0003815,0.6562,31.3502,0.9437,1.0829,0.9786,0.9235,200.2096,6276.6038,270.6856,8486.0373,1480.4367,46411.9308
5899,C,06,003,1.0388,0.0003815,0.6562,74.4737,0.8192,1.8114,1.0037,0.5521,202.6268,15090.3803,268.671,20008.9333,1511.9357,112599.517
5900,C,06,003,1.0388,0.0003815,0.6562,63.7955,0.9396,1.4098,0.9915,0.7093,199.6845,12738.9812,268.706,17142.2416,1460.0472,93144.4821
5901,C,06,003,1.0388,0.0003815,0.6562,86.2472,0.8592,1.705,0.9685,0.5865,211.0984,18206.6412,256.8254,22150.4643,1512.1603,130419.552
5902,C,06,004,0.9986,0.00009537,0.5455,127.5911,0.9789,1.2133,1.0005,0.8242,352.0848,44922.8665,268.2715,34229.0386,1557.4528,198717.045
5903,C,06,004,0.9986,0.00009537,0.5455,105.8239,0.9645,1.2769,1.0006,0.7831,512.4476,54229.2103,276.533,29263.8025,1581.5912,167370.168
5904,C,06,004,0.9986,0.00009537,0.5455,111.0261,0.9543,1.1922,0.9896,0.8388,409.8348,45502.3654,259.4969,28810.9364,1716.3502,190559.705
5905,C,06,004,0.9986,0.00009537,0.5455,111.163,0.9598,1.2719,1.0093,0.7862,381.3682,42394.0447,263.665,29309.801,1666.0862,185207.178
5906,C,06,004,0.9986,0.00009537,0.5455,114.4486,0.9797,1.1484,1.0024,0.8708,381.4366,43654.8962,259.2907,29675.4617,1817.0957,207964.111
5907,C,06,004,0.9986,0.00009537,0.5455,86.1103,0.9673,1.1905,0.979,0.84,196.4944,16920.1893,270.2385,23270.3085,1586.9873,136655.907
5908,C,06,004,0.9986,0.00009537,0.5455,90.0804,0.9563,1.294,0.985,0.7728,271.1398,24424.3778,266.4954,24006.0106,1716.2903,154604.08
5909,C,06,004,0.9986,0.00009537,0.5455,86.7948,0.9754,1.1847,1.012,0.8441,193.6498,16807.7942,262.6782,22799.0978,1716.0899,148947.635
5910,C,06,004,0.9986,0.00009537,0.5455,101.1693,0.954,1.3653,1.0014,0.7324,316.6252,32032.7475,274.6062,27781.7202,1810.203,183136.972
5911,C,06,004,0.9986,0.00009537,0.5455,111.7106,0.9177,1.5426,0.9897,0.6483,303.1973,33870.3598,259.7684,29018.8879,1497.935,167335.258
5912,C,06,004,0.9986,0.00009537,0.5455,115.6807,0.961,1.3033,0.9906,0.7673,521.8308,60365.765,316.271,36586.4613,1742.0485,201521.447
5913,C,06,004,0.9986,0.00009537,0.5455,104.8656,0.9638,1.1291,0.998,0.8857,420.7898,44126.3808,311.9948,32717.5226,1527.6684,160199.879
5914,C,06,004,0.9986,0.00009537,0.5455,85.5627,0.9833,1.0985,0.9889,0.9104,206.0912,17633.7136,288.3872,24675.1792,1704.6288,145852.593
5915,C,06,004,0.9986,0.00009537,0.5455,67.7656,0.9407,1.3633,1.0051,0.7335,196.8384,13338.8782,264.7576,17941.4654,1694.5333,114831.128
5916,C,06,004,0.9986,0.00009537,0.5455,61.6051,0.9191,1.4752,1.0022,0.6779,207.1689,12762.6649,295.7311,18218.5515,1647.8844,101518.124
5917,C,06,004,0.9986,0.00009537,0.5455,111.8475,0.9264,1.4589,1.0006,0.6855,370.448,41433.6893,267.6071,29931.1914,1641.8409,183635.837
5918,C,06,004,0.9986,0.00009537,0.5455,81.4557,0.8009,1.8485,0.9738,0.541,471.8622,38435.8471,282.1143,22979.8062,1612.5109,131348.146
5919,C,06,004,0.9986,0.00009537,0.5455,127.5911,0.8759,1.7309,0.992,0.5777,290.7736,37100.1111,262.3219,33469.9265,1545.9946,197255.087
5920,C,06,004,0.9986,0.00009537,0.5455,79.9498,0.8556,1.4429,0.984,0.693,192.464,15387.4539,259.7072,20763.5276,1607.7003,128535.256
5921,C,06,004,0.9986,0.00009537,0.5455,75.7059,0.9545,1.2951,0.9946,0.7721,193.132,14621.223,258.0199,19533.6156,1643.5063,124423.046
5922,C,06,004,0.9986,0.00009537,0.5455,69.2715,0.9711,1.0687,0.998,0.9357,231.0257,16003.5051,275.3478,19073.7675,1525.8597,105698.648
5923,C,06,004,0.9986,0.00009537,0.5455,85.4258,0.9439,1.3785,1.0008,0.7254,192.3269,16429.6757,257.3878,21987.553,1556.9439,133003.134
5924,C,06,004,0.9986,0.00009537,0.5455,82.5509,0.9529,1.2825,1.0017,0.7797,192.9121,15925.0613,257.2322,21234.7384,1732.7446,143039.567
5925,C,06,004,0.9986,0.00009537,0.5455,93.6398,0.9586,1.3132,0.9949,0.7615,194.598,18222.1109,263.7544,24697.9046,1604.2193,150218.754
5926,C,06,004,0.9986,0.00009537,0.5455,124.0316,0.9237,1.5525,1.0039,0.6441,271.1325,33629.0047,261.5629,32442.0793,1456.3157,180629.233
5927,C,06,004,0.9986,0.00009537,0.5455,73.7892,0.9082,1.5045,0.9899,0.6647,196.2189,14478.8468,267.744,19756.6261,1613.6048,119066.686
5928,C,06,004,0.9986,0.00009537,0.5455,94.3243,0.938,1.3995,1.0022,0.7146,266.7155,25157.7526,258.7475,24406.1701,1584.9869,149502.765
5929,C,06,004,0.9986,0.00009537,0.5455,74.4737,0.9261,1.4411,0.9954,0.6939,202.1452,15054.5124,274.8419,20468.5075,1511.0404,112532.846
5930,C,06,004,0.9986,0.00009537,0.5455,94.8719,0.9393,1.4555,1.0058,0.687,202.3838,19200.5372,280.3853,26600.6815,1591.3968,150978.824
5931,C,06,004,0.9986,0.00009537,0.5455,65.849,0.879,1.7606,1.0042,0.568,209.3202,13783.5303,307.7755,20266.7165,1623.42,106900.632
5932,C,06,004,0.9986,0.00009537,0.5455,114.4486,0.9315,1.5075,1,0.6634,390.4115,44682.059,284.0586,32510.1187,1717.86,196606.727
5933,C,06,004,0.9986,0.00009537,0.5455,70.7774,0.9699,1.119,0.9885,0.8936,205.1315,14518.6847,274.94,19459.5525,1509.9342,106869.282
5934,C,06,004,0.9986,0.00009537,0.5455,81.1819,0.9039,1.4549,0.9802,0.6873,200.1518,16248.6935,282.5194,22935.4505,1642.5143,133342.373
5935,C,06,004,0.9986,0.00009537,0.5455,102.4014,0.7679,2.1427,1.0074,0.4667,220.8877,22619.2108,271.4973,27801.7076,1695.2674,173597.761
5936,C,06,004,0.9986,0.00009537,0.5455,123.3471,0.8874,1.6158,0.9967,0.6189,451.3862,55677.2045,267.4362,32987.49,1698.6937,209529.018
5937,C,06,004,0.9986,0.00009537,0.5455,131.2874,0.9339,1.3442,0.9928,0.7439,201.2961,26427.6396,266.7216,35017.1734,1624.4609,213271.187
5938,C,06,004,0.9986,0.00009537,0.5455,87.0686,0.8506,1.87,0.9822,0.5348,419.1305,36493.0953,289.4575,25202.6559,1478.8978,128765.523
5939,C,06,004,0.9986,0.00009537,0.5455,77.4856,0.9242,1.286,1.0062,0.7776,197.3428,15291.213,269.3481,20870.5836,1759.0406,136300.24
5940,C,06,004,0.9986,0.00009537,0.5455,100.7586,0.927,1.084,0.9886,0.9225,450.2989,45371.4887,270.4022,27245.3449,1528.7174,154031.426
